Drug A,Drug B,Strain,Specie,Bliss Score,Source,Drug Pair,Drug A Inchikey,Drug B Inchikey,Interaction Type
amikacin,colistin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.0,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,neutral
amikacin,colistin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.2283,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,antagonism
fosfomycin,amikacin,salmonella typhimurium 14028,salmonella typhimurium,-0.1286,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",YMDXZJFXQJVXBF-STHAYSLISA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,synergy
fosfomycin,amikacin,salmonella typhimurium lt2,salmonella typhimurium,-0.1104,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",YMDXZJFXQJVXBF-STHAYSLISA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,synergy
amikacin,pyocyanin,escherichia coli bw25113,escherichia coli,0.33,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,antagonism
amikacin,pyocyanin,escherichia coli iai1,escherichia coli,-0.0494,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,neutral
amikacin,pyocyanin,salmonella typhimurium 14028,salmonella typhimurium,-0.0886,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,neutral
amikacin,pyocyanin,salmonella typhimurium lt2,salmonella typhimurium,0.2416,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,antagonism
amikacin,streptozotocin,salmonella typhimurium 14028,salmonella typhimurium,-0.0868,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,neutral
amikacin,streptozotocin,salmonella typhimurium lt2,salmonella typhimurium,-0.4772,Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,synergy
amikacin,imipenem,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.002,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,neutral
amikacin,imipenem,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.1016,ACDB;Brochado,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,synergy
amoxicillin,a22,escherichia coli bw25113,escherichia coli,-0.1444,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,synergy
amoxicillin,a22,escherichia coli iai1,escherichia coli,-0.1078,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,synergy
amoxicillin,a22,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.1334,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,synergy
amoxicillin,a22,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.0475,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,neutral
amoxicillin,procaine,escherichia coli bw25113,escherichia coli,0.2334,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,antagonism
amoxicillin,procaine,escherichia coli iai1,escherichia coli,0.2618,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,antagonism
amoxicillin,azithromycin,streptococcus pneumoniae,streptococcus pneumoniae,0.1558,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,antagonism
amoxicillin,vanillin,escherichia coli bw25113,escherichia coli,0.1795,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,antagonism
amoxicillin,vanillin,escherichia coli iai1,escherichia coli,0.4879,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,antagonism
amoxicillin,ciprofloxacin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.2684,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,antagonism
amoxicillin,ciprofloxacin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.0986,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,neutral
amoxicillin,ciprofloxacin,salmonella typhimurium 14028,salmonella typhimurium,0.2299,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,antagonism
amoxicillin,ciprofloxacin,salmonella typhimurium lt2,salmonella typhimurium,-0.049,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,neutral
amoxicillin,ciprofloxacin,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.0788,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,neutral
amoxicillin,tamoxifene,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.15,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'NKANXQFJJICGDU-QPLCGJKRSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,NKANXQFJJICGDU-QPLCGJKRSA-N,synergy
amoxicillin,tobramycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.0324,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,neutral
amoxicillin,tobramycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.1711,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,synergy
amoxicillin,mitomycin c,salmonella typhimurium 14028,salmonella typhimurium,0.1319,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
amoxicillin,mitomycin c,salmonella typhimurium lt2,salmonella typhimurium,0.1806,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
amoxicillin,nitrofurantoin,bacillus subtilis,bacillus subtilis,-0.2057,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,synergy
amoxicillin,nitrofurantoin,streptococcus pneumoniae,streptococcus pneumoniae,0.1096,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,antagonism
amoxicillin,lincomycin,staphylococcus aureus newman,staphylococcus aureus,0.1173,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,antagonism
amoxicillin,lincomycin,streptococcus pneumoniae,streptococcus pneumoniae,0.2269,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,antagonism
amoxicillin,cefaclor,escherichia coli bw25113,escherichia coli,-0.4711,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,synergy
amoxicillin,cefaclor,escherichia coli iai1,escherichia coli,-0.2495,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,synergy
amoxicillin,cefaclor,salmonella typhimurium 14028,salmonella typhimurium,-0.5118,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,synergy
amoxicillin,cefaclor,salmonella typhimurium lt2,salmonella typhimurium,-0.2805,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,synergy
amoxicillin,puromycin,streptococcus pneumoniae,streptococcus pneumoniae,0.2769,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,antagonism
amoxicillin,caffeine,escherichia coli bw25113,escherichia coli,0.16,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,antagonism
amoxicillin,caffeine,escherichia coli iai1,escherichia coli,0.0642,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,neutral
amoxicillin,celecoxib,staphylococcus aureus dsm 20231,staphylococcus aureus,0.1811,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'RZEKVGVHFLEQIL-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,RZEKVGVHFLEQIL-UHFFFAOYSA-N,antagonism
amoxicillin,ciclopirox,salmonella typhimurium 14028,salmonella typhimurium,0.1681,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'SCKYRAXSEDYPSA-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,antagonism
amoxicillin,ciclopirox,salmonella typhimurium lt2,salmonella typhimurium,-0.0937,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'SCKYRAXSEDYPSA-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,neutral
amoxicillin,cefsulodin,escherichia coli bw25113,escherichia coli,-0.4588,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,synergy
amoxicillin,cefsulodin,escherichia coli iai1,escherichia coli,-0.5103,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,synergy
amoxicillin,diacerein,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.1919,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'TYNLGDBUJLVSMA-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,TYNLGDBUJLVSMA-UHFFFAOYSA-N,synergy
amoxicillin,linezolid,streptococcus pneumoniae,streptococcus pneumoniae,0.2245,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,antagonism
amoxicillin,cccp,bacillus subtilis,bacillus subtilis,0.1151,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,UGTJLJZQQFGTJD-UHFFFAOYSA-N,antagonism
amoxicillin,erythromycin,bacillus subtilis,bacillus subtilis,0.0751,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,neutral
amoxicillin,spectinomycin,escherichia coli bw25113,escherichia coli,0.1709,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,antagonism
amoxicillin,spectinomycin,escherichia coli iai1,escherichia coli,0.0784,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,neutral
amoxicillin,oxacillin,escherichia coli bw25113,escherichia coli,-0.5492,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,UWYHMGVUTGAWSP-JKIFEVAISA-N,synergy
amoxicillin,oxacillin,escherichia coli iai1,escherichia coli,-0.6506,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,UWYHMGVUTGAWSP-JKIFEVAISA-N,synergy
amoxicillin,curcumin,escherichia coli bw25113,escherichia coli,0.1493,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,antagonism
amoxicillin,curcumin,escherichia coli iai1,escherichia coli,0.3611,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,antagonism
amoxicillin,benzalkonium,salmonella typhimurium 14028,salmonella typhimurium,0.2681,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,antagonism
amoxicillin,benzalkonium,salmonella typhimurium lt2,salmonella typhimurium,0.0691,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,neutral
amoxicillin,chloramphenicol,bacillus subtilis,bacillus subtilis,0.1224,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,antagonism
amoxicillin,chloramphenicol,escherichia coli bw25113,escherichia coli,0.0786,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,neutral
amoxicillin,chloramphenicol,escherichia coli iai1,escherichia coli,-0.2324,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,synergy
amoxicillin,polymyxin b,salmonella typhimurium 14028,salmonella typhimurium,0.0705,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,neutral
amoxicillin,polymyxin b,salmonella typhimurium lt2,salmonella typhimurium,0.1487,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,antagonism
amoxicillin,aztreonam,escherichia coli bw25113,escherichia coli,-0.5223,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,synergy
amoxicillin,aztreonam,escherichia coli iai1,escherichia coli,-0.2902,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,synergy
amoxicillin,aztreonam,salmonella typhimurium 14028,salmonella typhimurium,-0.4712,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,synergy
amoxicillin,aztreonam,salmonella typhimurium lt2,salmonella typhimurium,-0.5403,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,synergy
amoxicillin,metformin,escherichia coli bw25113,escherichia coli,0.2445,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,antagonism
amoxicillin,metformin,escherichia coli iai1,escherichia coli,0.175,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,antagonism
amoxicillin,berberine,escherichia coli bw25113,escherichia coli,0.1223,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,antagonism
amoxicillin,berberine,escherichia coli iai1,escherichia coli,0.3677,Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,antagonism
amoxicillin,novobiocin,streptococcus pneumoniae,streptococcus pneumoniae,0.1252,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,antagonism
amoxicillin,colistin,escherichia coli bw25113,escherichia coli,0.1583,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,antagonism
amoxicillin,colistin,escherichia coli iai1,escherichia coli,0.7889,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,antagonism
amoxicillin,fosfomycin,bacillus subtilis,bacillus subtilis,0.1019,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,antagonism
amoxicillin,fosfomycin,escherichia coli bw25113,escherichia coli,-0.2377,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,synergy
amoxicillin,fosfomycin,escherichia coli iai1,escherichia coli,-0.1987,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,synergy
amoxicillin,fosfomycin,salmonella typhimurium 14028,salmonella typhimurium,-0.2318,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,synergy
amoxicillin,fosfomycin,salmonella typhimurium lt2,salmonella typhimurium,-0.2177,ACDB;Brochado,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,synergy
amoxicillin,fosfomycin,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.1685,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,synergy
amoxicillin,fosfomycin,streptococcus pneumoniae,streptococcus pneumoniae,-0.1129,Cacace,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,synergy
